Date,Open,High,Low,Close,Adj Close,Volume
2018-01-15,2875.000000,2875.000000,2790.000000,2798.149902,2503.027832,575940
2018-01-16,2801.000000,2815.000000,2770.100098,2789.120117,2494.950439,465370
2018-01-17,2780.000000,2830.100098,2768.010010,2822.284912,2524.617432,475950
2018-01-18,2822.885010,2847.899902,2781.104980,2795.439941,2500.603516,493990
2018-01-19,2788.000000,2818.834961,2775.100098,2800.945068,2505.528076,324590
2018-01-22,2800.945068,2809.774902,2759.000000,2764.979980,2473.356201,344660
2018-01-23,2770.000000,2782.945068,2702.000000,2707.125000,2421.603271,1173990
2018-01-24,2700.600098,2705.000000,2630.215088,2640.405029,2361.920166,940580
2018-01-25,2650.000000,2673.000000,2620.804932,2651.939941,2372.238525,1754720
2018-01-29,2673.000000,2784.899902,2656.604980,2745.364990,2455.810303,1274230
2018-01-30,2745.000000,2745.300049,2655.899902,2668.939941,2387.445801,1416630
2018-01-31,2682.729980,2738.699951,2652.514893,2692.360107,2408.395752,1377660
2018-02-01,2698.399902,2830.000000,2671.449951,2804.735107,2508.918701,1255640
2018-02-02,2790.100098,2852.149902,2720.000000,2781.175049,2487.843262,1498590
2018-02-05,2730.000000,2779.899902,2730.000000,2753.794922,2463.350830,486830
2018-02-06,2654.554932,2805.000000,2650.000000,2757.925049,2467.045654,614080
2018-02-07,2791.965088,2841.094971,2712.010010,2801.044922,2505.617432,1388510
2018-02-08,2823.000000,2835.000000,2781.000000,2819.800049,2522.394775,685330
2018-02-09,2760.500000,2795.000000,2756.000000,2774.794922,2482.135986,335150
2018-02-12,2775.100098,2800.000000,2770.649902,2790.139893,2495.862793,175940
2018-02-14,2782.000000,2821.745117,2775.260010,2802.760010,2507.151611,379990
2018-02-15,2820.000000,2839.899902,2810.000000,2834.044922,2535.136475,302320
2018-02-16,2840.000000,2842.495117,2715.100098,2732.814941,2444.583740,493090
2018-02-19,2748.500000,2755.879883,2669.570068,2708.949951,2423.236084,332660
2018-02-20,2712.000000,2739.989990,2680.100098,2691.639893,2407.751465,210980
2018-02-21,2712.399902,2748.000000,2704.360107,2736.574951,2447.947266,366820
2018-02-22,2735.000000,2735.000000,2670.000000,2686.850098,2403.466797,617210
2018-02-23,2710.000000,2714.645020,2650.000000,2672.439941,2390.576660,868030
2018-02-26,2699.000000,2728.514893,2671.000000,2718.594971,2431.863525,450250
2018-02-27,2720.100098,2734.679932,2700.679932,2715.465088,2429.063721,506840
2018-02-28,2703.000000,2759.899902,2651.100098,2743.774902,2454.387451,627240
2018-03-01,2731.145020,2800.100098,2728.229980,2774.235107,2481.635498,914230
