Date,Open,High,Low,Close,Adj Close,Volume
2018-01-15,0.140000,0.140000,0.140000,0.140000,0.140000,0
2018-01-16,0.140000,0.140000,0.140000,0.140000,0.140000,0
2018-01-17,0.140000,0.140000,0.140000,0.140000,0.140000,0
2018-01-18,0.140000,0.140000,0.140000,0.140000,0.140000,0
2018-01-19,0.200000,0.210000,0.200000,0.210000,0.210000,6000
2018-01-22,0.210000,0.210000,0.210000,0.210000,0.210000,0
2018-01-23,0.210000,0.210000,0.210000,0.210000,0.210000,0
2018-01-24,0.210000,0.210000,0.210000,0.210000,0.210000,0
2018-01-25,0.210000,0.210000,0.210000,0.210000,0.210000,0
2018-01-26,0.210000,0.210000,0.210000,0.210000,0.210000,0
2018-01-29,0.210000,0.210000,0.210000,0.210000,0.210000,0
2018-01-30,0.210000,0.210000,0.210000,0.210000,0.210000,0
2018-01-31,0.210000,0.210000,0.210000,0.210000,0.210000,0
2018-02-01,0.210000,0.210000,0.210000,0.210000,0.210000,0
2018-02-02,0.200000,0.200000,0.200000,0.200000,0.200000,1000
2018-02-05,0.200000,0.200000,0.200000,0.200000,0.200000,0
2018-02-06,0.200000,0.200000,0.200000,0.200000,0.200000,0
2018-02-07,0.200000,0.200000,0.200000,0.200000,0.200000,0
2018-02-08,0.200000,0.200000,0.200000,0.200000,0.200000,0
2018-02-09,0.200000,0.200000,0.200000,0.200000,0.200000,0
2018-02-12,0.140000,0.140000,0.140000,0.140000,0.140000,1500
2018-02-13,0.140000,0.140000,0.140000,0.140000,0.140000,0
2018-02-14,0.140000,0.140000,0.140000,0.140000,0.140000,0
2018-02-15,0.140000,0.140000,0.140000,0.140000,0.140000,0
2018-02-16,0.140000,0.140000,0.140000,0.140000,0.140000,0
2018-02-20,0.140000,0.140000,0.140000,0.140000,0.140000,0
2018-02-21,0.140000,0.140000,0.140000,0.140000,0.140000,0
2018-02-22,0.140000,0.140000,0.140000,0.140000,0.140000,0
2018-02-23,0.140000,0.140000,0.140000,0.140000,0.140000,0
2018-02-26,0.140000,0.140000,0.140000,0.140000,0.140000,0
2018-02-27,0.140000,0.140000,0.140000,0.140000,0.140000,1100
2018-02-28,0.140000,0.140000,0.140000,0.140000,0.140000,0
2018-03-01,0.140000,0.140000,0.140000,0.140000,0.140000,0
2018-03-02,0.140000,0.140000,0.140000,0.140000,0.140000,0
2018-03-05,0.140000,0.140000,0.140000,0.140000,0.140000,0
2018-03-06,0.140000,0.140000,0.140000,0.140000,0.140000,0
2018-03-07,0.140000,0.140000,0.140000,0.140000,0.140000,0
2018-03-08,0.140000,0.140000,0.140000,0.140000,0.140000,0
2018-03-09,0.120000,0.120000,0.100000,0.100000,0.100000,54500
2018-03-12,0.160000,0.160000,0.160000,0.160000,0.160000,11000
2018-03-13,0.160000,0.160000,0.160000,0.160000,0.160000,0
2018-03-14,0.160000,0.160000,0.160000,0.160000,0.160000,0
2018-03-15,0.150000,0.150000,0.150000,0.150000,0.150000,2000
2018-03-16,0.150000,0.150000,0.150000,0.150000,0.150000,0
2018-03-19,0.150000,0.150000,0.150000,0.150000,0.150000,0
2018-03-20,0.150000,0.150000,0.150000,0.150000,0.150000,55500
2018-03-21,0.150000,0.190000,0.150000,0.190000,0.190000,56800
2018-03-22,0.190000,0.190000,0.150000,0.150000,0.150000,56500
2018-03-23,0.160000,0.160000,0.150000,0.150000,0.150000,27500
2018-03-26,0.150000,0.150000,0.150000,0.150000,0.150000,0
2018-03-27,0.150000,0.150000,0.150000,0.150000,0.150000,0
2018-03-28,0.150000,0.150000,0.150000,0.150000,0.150000,0
2018-03-29,0.150000,0.150000,0.150000,0.150000,0.150000,0
2018-04-02,0.120000,0.120000,0.120000,0.120000,0.120000,500
2018-04-03,0.160000,0.160000,0.160000,0.160000,0.160000,51500
2018-04-04,0.160000,0.160000,0.130000,0.160000,0.160000,43100
2018-04-05,0.160000,0.160000,0.160000,0.160000,0.160000,0
2018-04-06,0.160000,0.160000,0.160000,0.160000,0.160000,0
2018-04-09,0.120000,0.130000,0.110000,0.130000,0.130000,58000
2018-04-10,0.120000,0.120000,0.110000,0.120000,0.120000,20000
2018-04-11,0.120000,0.120000,0.120000,0.120000,0.120000,0
2018-04-12,0.120000,0.120000,0.120000,0.120000,0.120000,0
2018-04-13,0.120000,0.120000,0.120000,0.120000,0.120000,0
2018-04-16,0.120000,0.120000,0.120000,0.120000,0.120000,0
