Date,Open,High,Low,Close,Adj Close,Volume
2018-01-15,323.783325,328.299988,321.666656,327.066681,287.096680,2472129
2018-01-16,313.333344,319.266663,310.333344,313.216675,274.939270,4188279
2018-01-17,315.266663,316.049988,310.250000,311.616669,273.534760,887430
2018-01-18,314.983337,314.983337,306.733337,307.166656,269.628632,611505
2018-01-19,307.216675,309.549988,302.350006,303.200012,266.146698,735321
2018-01-22,304.333344,306.649994,303.666656,305.116669,267.829193,341106
2018-01-23,306.333344,308.000000,303.666656,305.066681,267.785278,464781
2018-01-24,305.333344,306.333344,302.666656,303.733337,266.614868,344517
2018-01-25,306.000000,306.000000,303.333344,304.566681,267.346375,281721
2018-01-29,304.816681,306.000000,299.666656,301.016663,264.230164,645324
2018-01-30,299.983337,301.000000,296.516663,299.399994,262.811066,411606
2018-01-31,298.666656,300.866669,295.500000,297.500000,261.143311,416385
2018-02-01,298.333344,298.333344,283.666656,290.266663,254.793900,1866192
2018-02-02,290.000000,290.000000,280.666656,283.116669,248.517700,1420314
2018-02-05,278.333344,278.333344,274.000000,275.350006,241.700180,824556
2018-02-06,270.000000,276.666656,266.000000,274.766663,241.188126,1158756
2018-02-07,283.333344,283.333344,276.016663,282.016663,247.552139,858036
2018-02-08,282.000000,283.000000,277.000000,277.750000,243.806885,838467
2018-02-09,277.333344,277.333344,273.666656,274.950012,241.349106,397653
2018-02-12,276.666656,280.333344,276.266663,277.283325,243.397247,361260
2018-02-14,277.416656,277.716675,273.350006,274.433319,240.895569,368094
2018-02-15,278.000000,278.000000,269.683319,271.133331,239.453049,609255
2018-02-16,276.000000,276.000000,269.666656,270.566681,238.952591,348036
2018-02-19,273.000000,273.333344,268.333344,269.116669,237.672012,341574
2018-02-20,271.533325,271.533325,269.000000,269.233337,237.775055,333753
2018-02-21,273.483337,274.666656,268.366669,268.783325,237.377640,450978
2018-02-22,269.666656,269.666656,266.366669,266.983337,235.787949,442296
2018-02-23,269.666656,269.666656,266.116669,266.933319,235.743774,408255
2018-02-26,266.666656,269.799988,266.666656,268.750000,237.348190,471021
2018-02-27,269.933319,269.933319,266.683319,267.616669,236.347290,316743
2018-02-28,268.333344,268.666656,264.833344,266.233337,235.125595,470583
2018-03-01,268.333344,269.333344,265.750000,266.866669,235.684921,1047345
2018-03-05,266.866669,269.000000,265.016663,266.783325,235.611282,4578339
2018-03-06,269.666656,269.666656,264.233337,265.016663,234.051086,436476
2018-03-07,265.933319,265.933319,258.516663,259.416656,229.105392,880617
2018-03-08,261.600006,261.600006,255.000000,255.649994,225.778839,507342
2018-03-09,256.933319,261.333344,254.000000,258.000000,227.854279,461928
2018-03-12,261.616669,264.983337,260.049988,262.816681,232.108154,453828
2018-03-13,264.233337,266.333344,260.700012,265.266663,234.271851,358113
2018-03-14,265.916656,266.666656,264.833344,265.666656,234.625122,617070
2018-03-15,267.666656,268.000000,259.100006,260.416656,229.988541,689772
2018-03-16,262.500000,264.000000,258.666656,259.766663,229.414505,289893
2018-03-19,261.500000,261.500000,255.966660,256.483337,226.514832,281925
2018-03-20,257.966675,257.966675,254.500000,255.149994,225.337265,371028
2018-03-21,255.399994,260.000000,254.500000,255.133331,225.322556,443070
2018-03-22,257.333344,257.333344,243.216660,245.333328,216.667618,886449
2018-03-23,246.000000,246.333328,242.000000,245.949997,217.212219,707475
2018-03-26,246.966660,249.666672,243.000000,244.183334,215.651978,594696
2018-03-27,246.666672,248.666672,245.333328,248.016663,219.037430,356601
2018-03-28,248.966660,254.500000,246.783340,252.066666,222.614212,436857
2018-04-02,258.000000,261.833344,254.666672,257.416656,227.339081,392718
2018-04-03,258.799988,263.666656,257.250000,262.600006,231.916809,268359
2018-04-04,268.966675,271.333344,264.316681,266.899994,235.714340,684333
2018-04-05,271.666656,271.666656,268.383331,269.649994,238.143036,341208
2018-04-06,270.549988,271.333344,269.383331,270.100006,238.540466,209055
2018-04-09,271.666656,273.200012,270.100006,272.466675,240.630600,418470
2018-04-10,273.000000,275.799988,271.766663,273.450012,241.499039,530853
2018-04-11,273.666656,273.666656,269.833344,271.500000,239.776886,470784
2018-04-12,273.299988,275.333344,268.766663,274.916656,242.794312,381561
2018-04-13,275.000000,279.466675,274.333344,279.183319,246.562454,840348
2018-04-16,279.000000,279.466675,273.700012,276.016663,243.765808,553338
2018-04-17,276.666656,277.333344,275.149994,275.916656,243.677460,335067
2018-04-18,276.666656,276.666656,273.700012,275.016663,242.882645,244785
2018-04-19,276.666656,276.666656,269.683319,271.200012,239.511932,172863
2018-04-20,275.000000,275.000000,271.450012,272.833344,240.954437,237516
2018-04-23,274.600006,274.600006,269.316681,271.033325,239.364716,179334
2018-04-24,272.533325,274.000000,268.383331,269.233337,237.775055,275679
2018-04-25,272.166656,272.666656,270.250000,270.600006,238.982056,206076
2018-04-26,271.983337,272.649994,269.000000,269.750000,238.231354,170604
2018-04-27,270.666656,272.399994,269.333344,270.683319,239.055603,223668
2018-04-30,273.333344,275.833344,270.333344,274.666656,242.573532,279639
2018-05-02,276.983337,276.983337,269.333344,271.600006,239.865204,209643
2018-05-03,274.166656,274.166656,270.183319,272.450012,240.615891,237438
2018-05-04,273.333344,273.566681,268.666656,272.750000,240.880829,526677
2018-05-07,275.000000,278.000000,272.466675,273.033325,241.131058,335436
2018-05-08,275.899994,275.899994,273.083344,274.383331,242.323273,576033
2018-05-09,275.466675,275.466675,273.366669,274.116669,242.087814,609480
2018-05-10,275.000000,275.000000,272.666656,273.100006,241.189926,280854
2018-05-11,274.299988,274.299988,270.950012,272.533325,240.689468,250866
2018-05-14,275.366669,275.549988,271.116669,272.283325,240.468658,467643
2018-05-15,273.316681,273.316681,270.666656,271.866669,240.100708,654813
2018-05-16,272.450012,272.633331,271.000000,271.716675,239.968216,394821
2018-05-17,273.333344,273.333344,270.500000,271.583344,239.850494,294621
2018-05-18,272.666656,272.666656,271.333344,271.600006,239.865204,289884
2018-05-21,273.000000,273.000000,268.016663,268.799988,237.392319,244539
2018-05-22,269.966675,270.000000,268.033325,268.683319,237.289291,272919
2018-05-23,268.950012,270.000000,268.450012,268.766663,237.362915,246705
2018-05-24,269.950012,271.583344,266.083344,269.200012,237.745605,410328
2018-05-25,271.600006,279.333344,267.333344,275.549988,243.353653,826602
2018-05-28,277.733337,279.983337,275.033325,277.933319,245.458466,396213
2018-05-29,277.933319,277.933319,275.350006,276.299988,244.016037,267375
2018-05-30,275.633331,280.000000,275.000000,276.733337,244.398743,940380
2018-05-31,279.333344,280.000000,275.666656,276.399994,244.104340,368247
2018-06-01,276.333344,279.333344,276.033325,278.266663,245.752899,583182
2018-06-04,281.000000,281.633331,276.066681,276.950012,244.590088,405981
2018-06-05,279.433319,279.433319,275.666656,276.700012,244.369293,515961
2018-06-06,277.833344,277.850006,274.666656,275.966675,243.721664,375330
2018-06-07,278.166656,278.166656,276.000000,276.383331,244.089661,395217
2018-06-08,277.166656,279.566681,276.100006,277.399994,244.987488,419679
2018-06-11,279.566681,279.666656,277.116669,278.033325,245.546844,518808
2018-06-12,281.250000,291.000000,279.516663,285.000000,251.699448,1074417
2018-06-13,287.783325,289.016663,282.000000,283.200012,250.109787,357684
2018-06-14,285.666656,291.250000,284.383331,286.183319,252.744537,877284
2018-06-15,289.000000,289.333344,285.466675,286.466675,252.994751,445878
2018-06-18,288.966675,288.966675,286.233337,287.633331,254.025131,439107
2018-06-19,288.899994,288.899994,285.549988,286.366669,252.906433,500076
2018-06-20,288.000000,288.000000,285.666656,286.316681,252.862335,518463
2018-06-21,287.500000,287.633331,284.233337,284.966675,251.670059,358698
2018-06-22,286.633331,286.633331,280.000000,283.283325,250.183380,311310
2018-06-25,285.883331,285.883331,281.466675,282.950012,249.889023,174822
2018-06-26,283.466675,284.666656,280.683319,281.133331,248.284607,279021
2018-06-27,282.333344,283.299988,276.666656,282.350006,249.359116,389949
2018-06-28,282.316681,282.333344,275.399994,279.066681,246.459427,498504
2018-06-29,282.200012,284.000000,278.950012,279.916656,247.210114,375246
2018-07-02,281.333344,282.333344,279.333344,280.049988,247.327866,337071
2018-07-03,281.333344,281.700012,279.333344,279.750000,247.062927,239718
2018-07-04,280.933319,286.633331,280.333344,284.966675,251.670059,337863
2018-07-05,286.000000,289.333344,285.100006,286.983337,253.451096,278004
2018-07-06,289.333344,291.649994,288.166656,290.666656,256.704041,372372
2018-07-09,292.000000,292.816681,290.399994,291.149994,257.130920,198324
2018-07-10,290.666656,293.666656,289.000000,292.850006,258.632263,382566
2018-07-11,291.649994,292.333344,289.350006,290.166656,256.262451,322635
2018-07-12,290.333344,290.333344,288.049988,288.600006,254.878815,162696
2018-07-13,287.000000,288.566681,275.566681,277.683319,245.237717,422748
2018-07-16,276.683319,281.683319,271.366669,273.766663,241.778702,266172
2018-07-17,273.933319,279.649994,273.366669,277.783325,245.326050,178113
2018-07-18,278.250000,280.000000,275.666656,277.783325,245.326050,203673
2018-07-19,277.783325,278.116669,273.350006,274.483337,242.411636,285699
2018-07-20,274.333344,277.066681,273.333344,276.166656,243.898254,143073
2018-07-23,276.600006,278.333344,274.066681,277.183319,244.796158,115221
2018-07-24,275.866669,279.200012,275.833344,278.233337,245.723465,194232
2018-07-25,268.333344,274.833344,267.350006,271.350006,248.887848,387720
2018-07-26,271.333344,273.316681,269.000000,269.899994,247.557907,201111
2018-07-27,271.649994,272.333344,267.333344,267.933319,245.754044,381126
2018-07-30,267.666656,269.633331,262.666656,266.049988,244.026596,260514
2018-07-31,264.000000,268.000000,263.666656,264.383331,242.497910,220008
2018-08-01,265.916656,267.950012,262.966675,266.299988,244.255920,280464
2018-08-02,266.666656,272.666656,266.666656,267.750000,245.585876,304641
2018-08-03,268.000000,275.333344,268.000000,274.433319,251.715942,423738
2018-08-06,269.899994,270.649994,267.666656,270.033325,247.680176,761490
2018-08-07,270.033325,271.350006,265.000000,266.116669,244.087753,304557
2018-08-08,266.383331,267.333344,264.100006,264.616669,242.711929,225111
2018-08-09,264.000000,266.633331,264.000000,265.133331,243.185822,173262
2018-08-10,264.000000,267.000000,262.049988,262.483337,240.755188,301056
2018-08-13,260.666656,261.316681,258.333344,259.166656,237.713058,247650
2018-08-14,259.666656,260.116669,256.683319,257.299988,236.000916,243441
2018-08-16,257.166656,257.166656,252.000000,252.800003,231.873428,428859
2018-08-17,254.666672,254.666672,250.833328,253.000000,232.056885,278214
2018-08-20,253.333328,254.000000,248.333328,249.100006,228.479721,464562
2018-08-21,250.466660,250.466660,247.066666,247.816666,227.302612,291366
2018-08-23,250.699997,250.699997,245.750000,246.300003,225.911499,361104
2018-08-24,246.899994,251.633331,245.399994,249.166672,228.540848,324033
2018-08-27,248.666672,251.500000,248.333328,249.949997,229.259354,222879
2018-08-28,251.050003,253.333328,247.016663,248.566666,227.990524,300669
2018-08-29,249.666672,250.350006,244.800003,245.633331,225.300018,411216
2018-08-30,245.899994,246.666672,244.583328,244.883331,224.612091,260151
2018-08-31,245.000000,248.333328,244.350006,246.600006,226.186661,296412
2018-09-03,248.566666,252.500000,247.916672,248.716660,228.128098,349938
2018-09-04,249.333328,249.699997,244.899994,245.916672,225.559891,269586
2018-09-05,245.000000,245.233337,242.600006,243.350006,223.205688,271797
2018-09-06,243.933334,247.666672,243.933334,245.916672,225.559891,146394
2018-09-07,245.666672,246.666672,243.750000,245.266663,224.963699,187938
2018-09-10,245.333328,246.066666,243.666672,245.033340,224.749695,160941
2018-09-11,245.533340,247.000000,243.899994,244.449997,224.214630,172317
2018-09-12,243.399994,244.333328,238.666672,243.716660,223.542007,279930
2018-09-14,243.716660,247.016663,242.766663,243.566666,223.404434,300741
2018-09-17,243.666672,260.966675,243.666672,259.566681,238.079971,1705680
2018-09-18,259.566681,261.333344,251.800003,252.616669,231.705276,524922
2018-09-19,252.616669,252.616669,244.000000,245.383331,225.070709,499173
2018-09-21,252.000000,252.933334,236.716660,239.133331,219.338074,1722498
2018-09-24,241.766663,242.666672,237.333328,240.633331,220.713913,379122
2018-09-25,241.666672,241.666672,236.833328,239.383331,219.567383,279543
2018-09-26,240.000000,241.466660,236.333328,237.199997,217.564789,215340
2018-09-27,238.933334,241.166672,230.366669,232.383331,213.146851,468666
2018-09-28,235.666672,235.983337,227.000000,227.699997,208.851196,395100
2018-10-01,229.399994,229.399994,222.733337,224.550003,205.961945,454746
2018-10-03,225.333328,226.483337,222.666672,224.133331,205.579773,419106
2018-10-04,222.666672,229.699997,222.399994,224.466660,205.885498,488760
2018-10-05,224.166672,226.149994,218.000000,220.716660,202.445923,395523
2018-10-08,219.933334,223.333328,218.000000,218.983337,200.856094,307383
2018-10-09,219.050003,219.949997,210.333328,211.166672,193.686478,609087
2018-10-10,212.149994,216.000000,211.666672,212.983337,195.352753,338853
2018-10-11,211.316666,214.666672,208.000000,210.016663,192.631668,365331
2018-10-12,211.883331,214.716660,210.666672,211.566666,194.053345,264837
2018-10-15,213.983337,213.983337,210.666672,212.916672,195.291595,174198
2018-10-16,213.000000,217.933334,212.333328,213.449997,195.780777,277299
2018-10-17,215.966660,216.616669,211.866669,212.583328,194.985870,183465
2018-10-19,212.000000,213.116669,209.050003,209.616669,192.264771,391278
2018-10-22,210.333328,211.899994,207.116669,207.699997,190.506760,222450
2018-10-23,207.000000,209.633331,203.350006,204.250000,187.342377,207237
2018-10-24,204.833328,206.000000,201.683334,202.833328,186.042969,324150
2018-10-25,202.000000,202.933334,198.666672,201.283340,184.621277,424902
2018-10-26,202.283340,202.333328,196.666672,199.266663,182.771530,537192
2018-10-29,200.116669,204.666672,199.333328,199.949997,183.398300,310206
2018-10-30,200.166672,203.333328,199.666672,200.166672,183.597031,316386
2018-10-31,201.666672,205.166672,198.683334,200.083328,183.520599,385113
2018-11-01,201.333328,206.666672,200.333328,205.083328,188.106689,255468
2018-11-02,206.666672,210.300003,205.333328,208.283340,191.041809,300297
2018-11-05,207.899994,207.899994,203.333328,203.983337,187.097763,156255
2018-11-06,204.883331,205.416672,201.716660,202.399994,185.645508,147927
2018-11-07,203.333328,207.333328,203.333328,206.533340,189.436676,88980
2018-11-09,206.666672,209.149994,205.366669,208.566666,191.301697,157005
2018-11-12,210.000000,210.000000,205.566666,206.050003,188.993362,155079
2018-11-13,205.666672,207.699997,205.350006,206.933334,189.803558,117951
2018-11-14,206.666672,208.633331,205.333328,206.066666,189.008621,108084
2018-11-15,206.333328,207.949997,204.366669,205.333328,188.336014,108681
2018-11-16,205.100006,206.666672,203.333328,204.000000,187.113037,137520
2018-11-19,203.666672,206.183334,201.716660,203.116669,186.302841,151431
2018-11-20,203.100006,205.066666,200.333328,200.983337,184.346115,134469
2018-11-21,201.133331,202.333328,198.750000,200.883331,184.254364,150879
2018-11-22,201.983337,201.983337,199.666672,200.000000,183.444183,111006
2018-11-26,201.066666,201.666672,199.250000,199.566666,183.046692,94518
2018-11-27,199.600006,200.333328,198.699997,199.199997,182.710403,187458
2018-11-28,203.016663,205.333328,199.216660,199.783340,183.245422,349251
2018-11-29,200.800003,201.983337,199.166672,199.949997,183.398300,147243
2018-11-30,200.966660,203.300003,199.983337,201.750000,185.049316,193383
2018-12-03,202.616669,202.616669,200.050003,200.416672,183.826355,125271
2018-12-04,200.666672,201.133331,199.716660,200.000000,183.444183,137523
2018-12-05,199.333328,199.916672,198.666672,198.833328,182.374084,132990
2018-12-06,198.333328,202.666672,198.333328,201.533340,184.850601,209436
2018-12-07,201.666672,203.333328,200.333328,202.033340,185.309189,142350
2018-12-10,201.666672,202.633331,199.033340,201.500000,189.510071,189249
2018-12-11,198.333328,202.033340,198.333328,201.733337,191.311890,131136
2018-12-12,203.383331,205.283340,200.433334,204.533340,193.967255,243669
2018-12-13,206.333328,206.666672,200.399994,201.100006,190.711304,267864
2018-12-14,201.649994,202.633331,199.850006,200.116669,189.778763,214521
2018-12-17,201.300003,201.866669,199.683334,200.366669,190.015854,190113
2018-12-18,200.366669,200.966660,199.350006,200.133331,189.794556,233913
2018-12-19,200.333328,202.300003,200.333328,201.199997,190.806122,384804
2018-12-20,201.350006,201.666672,199.066666,199.266663,188.972672,269304
2018-12-21,198.833328,201.000000,192.333328,194.750000,184.689346,957180
2018-12-24,195.000000,198.016663,195.000000,196.833328,186.665024,168606
2018-12-26,195.016663,196.666672,191.183334,195.533340,185.432205,337917
2018-12-27,195.350006,196.683334,195.350006,196.283340,186.143463,115323
2018-12-28,196.000000,196.500000,195.016663,195.916672,185.795731,100209
2018-12-31,196.666672,201.483337,196.666672,199.466660,189.162338,264042
2019-01-01,599.000000,603.849976,598.400024,601.099976,570.047485,65090
2019-01-02,601.099976,602.450012,597.200012,598.599976,567.676636,53145
2019-01-03,598.900024,600.000000,592.200012,593.799988,563.124695,45279
2019-01-04,594.000000,600.450012,591.900024,598.400024,567.487000,38540
2019-01-07,600.000000,601.000000,592.900024,597.599976,566.728333,57849
2019-01-08,600.000000,600.000000,595.250000,596.900024,566.064514,31906
2019-01-09,598.799988,598.799988,590.349976,595.000000,564.262634,27690
2019-01-10,595.049988,605.700012,594.150024,597.700012,566.823181,155189
2019-01-11,598.299988,600.000000,594.049988,596.450012,565.637695,105616
2019-01-14,600.000000,600.000000,592.650024,593.349976,562.697876,51779
2019-01-15,594.000000,597.599976,593.000000,593.549988,562.887573,34608
2019-01-16,599.900024,599.900024,594.000000,594.750000,564.025574,49780
2019-01-17,595.099976,597.750000,592.049988,593.650024,562.982483,37307
2019-01-18,598.500000,598.500000,592.000000,592.700012,562.081543,24560
2019-01-21,596.950012,596.950012,591.400024,591.700012,561.133179,47587
2019-01-22,594.849976,594.849976,590.049988,591.500000,560.943420,69026
2019-01-23,591.500000,593.750000,590.750000,591.250000,560.706421,142763
2019-01-24,592.049988,593.000000,589.000000,591.500000,560.943420,31837
2019-01-25,593.900024,595.000000,587.150024,588.900024,558.477783,46868
2019-01-28,589.000000,592.299988,584.000000,588.500000,558.098450,59474
2019-01-29,590.000000,596.349976,585.200012,588.000000,557.624268,31191
2019-01-30,590.299988,598.000000,588.650024,589.000000,558.572632,30904
2019-01-31,590.000000,592.150024,587.049988,589.450012,558.999451,44224
2019-02-01,591.700012,594.000000,586.000000,588.250000,557.861328,40285
2019-02-04,588.849976,593.400024,575.299988,581.150024,551.128174,49425
