Date,Open,High,Low,Close,Adj Close,Volume
2018-01-15,612.500000,615.500000,608.200012,610.250000,596.034363,470386
2018-01-16,610.150024,613.500000,599.000000,601.400024,587.390564,1088762
2018-01-17,601.049988,610.599976,597.049988,607.150024,593.006592,883340
2018-01-18,608.099976,612.950012,598.250000,603.650024,589.588135,1028921
2018-01-19,603.650024,605.099976,600.150024,602.750000,588.709045,818518
2018-01-22,604.400024,605.000000,593.099976,601.150024,587.146423,933769
2018-01-23,602.500000,625.000000,600.299988,622.349976,607.852417,2105060
2018-01-24,621.950012,623.750000,612.900024,618.299988,603.896851,1089562
2018-01-25,618.150024,631.000000,613.700012,621.400024,606.924683,2973765
2018-01-29,624.950012,628.400024,611.099976,615.000000,600.673767,1564268
2018-01-30,613.000000,613.099976,603.200012,605.950012,591.834534,596682
2018-01-31,608.000000,608.500000,590.000000,592.150024,578.356079,1264055
2018-02-01,591.900024,597.000000,580.200012,587.049988,573.374878,1050098
2018-02-02,586.000000,593.900024,575.099976,581.150024,567.612305,998752
2018-02-05,576.000000,582.099976,571.200012,580.099976,566.586792,797017
2018-02-06,561.000000,572.000000,558.049988,564.250000,551.105896,1284112
2018-02-07,578.500000,579.900024,554.200012,569.250000,555.989502,3161498
2018-02-08,584.000000,617.150024,580.150024,612.650024,598.378540,8349913
2018-02-09,595.000000,626.000000,595.000000,621.400024,606.924683,2373799
2018-02-12,629.349976,635.000000,618.849976,621.650024,607.168823,1957424
2018-02-14,622.099976,630.299988,611.500000,616.150024,601.796936,1306512
2018-02-15,613.250000,621.450012,602.950012,605.849976,591.736816,1391858
2018-02-16,611.299988,613.950012,605.500000,611.099976,596.864502,906025
2018-02-19,612.000000,612.150024,594.349976,600.400024,586.413879,1216005
2018-02-20,603.450012,606.099976,592.000000,603.450012,589.392822,1599249
2018-02-21,607.000000,607.750000,589.250000,597.250000,583.337219,1409752
2018-02-22,595.000000,597.250000,586.599976,589.650024,575.914307,1859008
2018-02-23,591.799988,605.000000,590.000000,595.650024,581.774536,1576584
2018-02-26,596.250000,598.299988,588.750000,590.099976,576.353760,1417465
2018-02-27,591.700012,598.900024,583.099976,586.500000,572.837646,1349590
2018-02-28,590.000000,596.599976,587.099976,589.650024,575.914307,2255189
2018-03-01,593.900024,593.900024,580.400024,581.700012,568.149475,1343806
2018-03-05,582.099976,585.000000,578.049988,579.250000,565.756531,1179725
2018-03-06,581.599976,589.400024,580.049988,584.099976,570.493469,1891302
2018-03-07,587.450012,589.099976,578.200012,580.200012,566.684387,1849650
